ID,gender,age,registration,belong_to_cooperative,county,subcounty,ward,trainer,first_training_date,topics_list,num_total_trainings,num_repeat_trainings,days_to_second_training,num_unique_trainers,adopted_within_07_days,adopted_within_90_days,adopted_within_120_days,has_second_training
ID_B30KC8,Female,Below 35,Ussd,1,Nandi,Chesumei,Kosirai,trainer_name_5,2024-09-09,"['Benfits Of Sistema Biogas,Biosecurity In Poultry Farming,Calf Feeding,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,How To Manage Pest And Diseases At Harvesting Stage,How To Rear A Calf With Unga Products,Livestock Management Practices,Poultry Health Management', 'Calf Feeding', 'Biosecurity In Poultry Farming', 'Feeding A Lactating Cow', 'How To Rear A Calf With Unga Products', 'Poultry Health Management', 'Diseases In Dairy Farming', 'Dairy Health Management', 'How To Manage Pest And Diseases At Harvesting Stage', 'Livestock Management Practices', 'Benfits Of Sistema Biogas']",11,10,0.0,1,0,0,0,1
ID_147UW5,Female,Above 35,Manual,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-30,"['Dairy Health Management,Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1,0,,1,0,0,0,0
ID_D5JRBW,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-09-25,['Aflatoxin In Dairy Farming'],1,0,,1,0,0,0,0
ID_SHDKAB,Male,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-30,"['Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_0HYKM6,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-18,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows,Poultry Health Management. Practices']",1,0,,1,0,0,0,0
ID_IAMBOI,Male,Below 35,Ussd,0,Siaya,Alego Usonga,North Alego,trainer_name_8,2024-09-05,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1,0,,1,0,0,0,0
ID_E6WNQ0,Female,Above 35,Ussd,0,Machakos,Matungulu,Kyeleni,trainer_name_3,2024-09-06,"['Goat Management Practices', 'The Benefits Of Ndume App', 'Disadvantages Of Natural Mating.', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals']",5,4,0.0,1,0,0,0,1
ID_0RLKBX,Female,Above 35,Manual,1,Nandi,Mosop,Kabisaga,trainer_name_5,2024-09-20,"['Asili Fertilizer (Organic),Control Of External Parasites With Dominex.,Diseases In Dairy Farming,Importance Of Choosing The Right Seed Variety,Livestock Management Practices,Milking Hygiene,Personal Protective Equipment (Ppe),Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Diseases And Biosecurity', 'Milking Hygiene', 'Poultry Diseases And Biosecurity', 'Personal Protective Equipment (Ppe)', 'Diseases In Dairy Farming', 'Asili Fertilizer (Organic)', 'Importance Of Choosing The Right Seed Variety', 'Poultry And Dairy Feeding With Tyari Feeds', 'Pest And Diseases At Harvesting Stage', 'Livestock Management Practices', 'Control Of External Parasites With Dominex.']",11,10,0.0,1,0,0,0,1
ID_6E123L,Male,Above 35,Ussd,1,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-25,"['Dairy Health Management,Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1,0,,1,0,0,0,0
ID_Y56N6R,Female,Above 35,Manual,0,Machakos,Matungulu,Kyeleni,trainer_name_3,2024-09-09,"['Poultry Management Practises..', 'Disadvantages Of Natural Mating.', 'Goat Management Practices', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Sheep And Goat Management Practices', 'Livestock Management Practices', 'Pest And Diseases At Harvesting Stage', 'Benfits Of Sistema Biogas', 'Sheep & Goat Rearing.', 'How To Manage Pest And Diseases At Harvesting Stage', 'Pest And Disease Management At Production Stage', 'Benefits Of Sistema Biogas']",13,12,0.0,1,0,0,0,1
ID_0YMI7S,Female,Above 35,Ussd,0,Nandi,Mosop,Kabisaga,trainer_name_5,2024-09-20,"['Benefits Of Sistema Biogas,Control Of External Parasites With Dominex.,Diseases In Dairy Farming,General Livestock Management,Harvesting & Post-Harvest Handling.,Livestock Management Practices,Milking Hygiene,Personal Protective Equipment (Ppe),Pest And Diseases At Harvesting Stage,Poultry Diseases And Biosecurity', 'Milking Hygiene', 'Poultry Diseases And Biosecurity', 'Personal Protective Equipment (Ppe)', 'Diseases In Dairy Farming', 'Control Of External Parasites With Dominex.', 'Livestock Management Practices', 'Pest And Diseases At Harvesting Stage', 'General Livestock Management', 'Harvesting & Post-Harvest Handling.', 'Benefits Of Sistema Biogas']",11,10,0.0,1,1,1,1,1
ID_7HPF33,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-09-05,"['Herd Health Management.,Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App']",1,0,,1,0,0,0,0
ID_4676ZC,Female,Above 35,Ussd,0,Bungoma,Bumula,Bumula,trainer_name_2,2024-09-18,"['Aflatoxin In Dairy Farming,Infertility In Dairy Cows,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_F7ZAQG,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-09-12,"['Poultry Management Practises..', 'Poultry Health Management..', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation With Ckl', 'Harvesting And Post Harvesting', 'Pest And Disease Management In Crops']",11,10,0.0,1,0,0,0,1
ID_WFIVSI,Female,Above 35,Ussd,1,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-20,"['Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1,0,,1,0,0,0,0
ID_AM66I0,Female,Above 35,Manual,0,Nandi,Mosop,Kabisaga,Other,2024-09-25,['Milking Hygiene'],1,0,,1,0,0,0,0
ID_YIZ9L8,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-09-25,['Antimicrobial Resistance'],1,0,,1,0,0,0,0
ID_QUS29T,Female,Below 35,Ussd,0,Siaya,Ugunja,Ugunja,trainer_name_8,2024-09-16,"['Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1,0,,1,0,0,0,0
ID_QG75PT,Female,Above 35,Ussd,1,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-09-19,"['Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1,0,,1,0,0,0,0
ID_UUYXFN,Female,Above 35,Manual,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-04,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1,0,,1,0,0,0,0
ID_AT2KJP,Male,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-30,"['Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_3THYIT,Female,Above 35,Ussd,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-09-25,"['Calf Rearing For October,Cow Management For October,Kienyeji Chicken Rearing For October,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity', 'Poultry Diseases And Biosecurity', 'Milking Hygiene', 'Personal Protective Equipment (Ppe)', 'Kienyeji Chicken Rearing For October', 'Cow Management For October', 'Calf Rearing For October']",7,6,0.0,1,0,0,0,1
ID_ZD4RPK,Female,Below 35,Ussd,0,Bungoma,Bumula,Kabula,trainer_name_2,2024-09-14,"['Deworming Your Dairy Animal,Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,1,1,0
ID_XB8915,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-09-17,"['Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Poultry Health With Biodeal', 'Importance Of Mineral Supplementation', 'Herd. Health. Management', 'Importance Of Mineral Supplementation With Ckl', 'Harvesting And Post Harvesting', 'Importance Of Vaccinations And Record']",8,7,0.0,1,1,1,1,1
ID_RB20R9,Female,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-09-04,"['Biosecurity In Poultry Farming,Calf Feeding,Calf Rearing For October,Cow Management For October,Dairy Nutrition With Tyari,Feeding A Lactating Cow,How To Rear A Calf With Unga Products,Importance Of Vaccinations And Record,Kienyeji Chicken Rearing For October,Milking Hygiene,Personal Protective Equipment (Ppe),Pest And Disease Management In Crops,Poultry Diseases And Biosecurity,Poultry Feeding With Tyari,Successfull Breeding With Crv,Weed Management In Crop', 'Calf Feeding', 'Calf Feeding', 'How To Rear A Calf With Unga Products', 'How To Rear A Calf With Unga Products', 'Biosecurity In Poultry Farming', 'Biosecurity In Poultry Farming', 'Feeding A Lactating Cow', 'Feeding A Lactating Cow', 'Kienyeji Chicken Rearing For October', 'Kienyeji Chicken Rearing For October', 'Cow Management For October', 'Cow Management For October', 'Calf Rearing For October', 'Calf Rearing For October', 'Milking Hygiene', 'Milking Hygiene', 'Poultry Diseases And Biosecurity', 'Poultry Diseases And Biosecurity', 'Personal Protective Equipment (Ppe)', 'Personal Protective Equipment (Ppe)', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari', 'Dairy Nutrition With Tyari', 'Weed Management In Crop', 'Weed Management In Crop', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record']",33,32,0.0,1,1,1,1,1
ID_R5WZTC,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-09-21,"['Aflatoxin In Dairy Farming,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_271M0S,Female,Above 35,Manual,0,Machakos,Matungulu,Matungulu East,trainer_name_3,2024-09-18,"['Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Disadvantages Of Natural Mating.', 'Pest And Disease Management In Crops', 'Harvesting And Post Harvesting']",5,4,0.0,1,0,0,0,1
ID_AK1DVV,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-09-26,"['Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Infertility In Dairy Cows', 'Poultry Health Mngt', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Pest And Disease Management In Maize And Beans', 'Sheep & Goat Rearing', 'Weed Management In Maize And Beans', 'Clean Energy With Sistema Biogas', 'Benfits Of Sistema Biogas', 'Pest And Disease Management At Production Stage', 'Benefits Of Sistema Biogas']",13,12,0.0,1,0,0,0,1
ID_H4MTD5,Female,Below 35,Ussd,0,Siaya,Alego Usonga,Siaya Township,trainer_name_8,2024-09-17,"['Dairy Health Management,Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1,0,,1,0,0,0,0
ID_JDQKJC,Female,Above 35,Manual,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-09-26,"['Infertility In Dairy Cows', 'Antimicrobial Resistance', 'Poultry Health Mngt', 'Weed Management In Maize And Beans', 'Pest And Disease Management In Crops', 'Livestock Management Practices.', 'How To Manage Pest And Diseases At Harvesting Stage', 'Benfits Of Sistema Biogas', 'Benefits Of Sistema Biogas']",9,8,0.0,1,0,0,0,1
ID_635NLZ,Female,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-23,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,1,1,0
ID_IO6DYV,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-13,"['Deworming Your Dairy Animal,Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_BESQX1,Male,Below 35,Ussd,1,Nandi,Mosop,Sangalo Kebulonik,trainer_name_5,2024-09-05,"['Biosecurity In Poultry Farming,Feeding A Lactating Cow', 'Feeding A Lactating Cow', 'Biosecurity In Poultry Farming']",3,2,0.0,1,0,0,0,1
ID_ROWN35,Female,Above 35,Manual,0,Machakos,Matungulu,Matungulu North,trainer_name_3,2024-09-12,"['The Benefits Of Ndume App', 'Poultry Management Practises..', 'Goat Management Practices', 'Disadvantages Of Natural Mating.', 'Aflatoxin In Dairy Farming', 'Sheep & Goats Management', 'Poultry Health Mngt', 'Herd Health. Management', 'Weed Management In Maize And Beans', 'Clean Energy With Sistema Biogas', 'Harvesting And Post Harvesting', 'Pest And Disease Management In Crops', 'Pest And Diseases At Harvesting Stage', 'Livestock Management Practices', 'Improved Maize & Bean Varieties From East Africa Seed', 'How To Manage Pest And Diseases At Harvesting Stage', 'Sheep & Goat Rearing.']",17,16,0.0,1,0,0,0,1
ID_R6G0R6,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-09-05,"['Herd Health Management.,Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_2INDY5,Female,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-02,"['Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_PE83GO,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-09-14,"['Poultry Management Practises..', 'Poultry Health Management..', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Dairy Hygiene', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Management. Practices', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Poultry & Dairy Feeding With Tyari Feeds', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Weed Management In Crop']",22,21,0.0,1,1,1,1,1
ID_XIP81Y,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-10,"['Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_EYM8IN,Male,Above 35,Manual,0,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-09-10,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Feed Kienyeji Chicken For Meat', 'Biosecurity In Poultry Farming', 'Feeding A Lactating Cow', 'Calf Feeding', 'How To Feed Kienyeji Chicken For Meat']",5,4,0.0,1,0,0,0,1
ID_ZD46RS,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-11,"['Herd Health Management.,Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App']",1,0,,1,0,0,0,0
ID_Z924HQ,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-10,"['Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_QB028E,Male,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-30,"['Antimicrobial Resistance,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_6U0S3O,Female,Above 35,Ussd,0,Nandi,Mosop,Ndalat,trainer_name_5,2024-09-13,"['Biosecurity In Poultry Farming,Dairy Health Management,Diseases In Dairy Farming,Poultry Health Management', 'Biosecurity In Poultry Farming', 'Diseases In Dairy Farming', 'Poultry Health Management', 'Dairy Health Management']",5,4,0.0,1,1,1,1,1
ID_QDG1S0,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-09-24,"['Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming']",4,3,0.0,1,0,0,0,1
ID_03I3CI,Female,Above 35,Ussd,1,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-09-17,"['Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1,0,,1,0,0,0,0
ID_DXGMXK,Male,Below 35,Ussd,0,Siaya,Alego Usonga,North Alego,trainer_name_8,2024-09-05,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1,0,,1,0,0,0,0
ID_LOOJZ4,Female,Above 35,Ussd,1,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-25,"['Dairy Health Management,Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1,0,,1,0,0,0,0
ID_W6DAE3,Female,Above 35,Manual,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-03,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1,0,,1,0,0,0,0
ID_8RI2A8,Male,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-19,"['Aflatoxin In Dairy Farming,Herd. Health. Management,Poultry Health Management..,Why You Should Vaccinate Your Animals']",1,0,,1,0,1,1,0
ID_F8XSDU,Female,Below 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-09-03,"['The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Pest And Disease Management In Crops', 'Importance Of Mineral Supplementation With Ckl']",6,5,0.0,1,0,0,0,1
ID_DTUVUR,Female,Above 35,Ussd,0,Bungoma,Bumula,Kabula,trainer_name_2,2024-09-28,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming And Record Keeping In Animal Health,Why You Should Vaccinate Your Animals']",1,0,,1,0,0,0,0
ID_ODW2VK,Female,Below 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-09-03,"['The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Management Practises..', 'Poultry Health Management..']",4,3,0.0,1,0,0,0,1
ID_XITGMF,Male,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-10,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows,Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_A6S1OS,Female,Above 35,Ussd,0,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-09-24,"['Calf Rearing For October,Cow Management For October,Kienyeji Chicken Rearing For October', 'Calf Rearing For October', 'Cow Management For October', 'Kienyeji Chicken Rearing For October']",4,3,0.0,1,0,0,0,1
ID_XZZ6GO,Female,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-02,"['Deworming And Record Keeping In Animal Health,Poultry Health Management..,Poultry Management Practises..,Why You Should Vaccinate Your Animals']",1,0,,1,0,1,1,0
ID_Y6J25L,Female,Below 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-08,"['Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_BO2NNO,Female,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-09-19,"['Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_QI8YQR,Female,Above 35,Ussd,0,Siaya,Alego Usonga,North Alego,trainer_name_8,2024-09-30,"['Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1,0,,1,0,0,0,0
ID_IB01SA,Male,Above 35,Ussd,0,Bungoma,Bumula,Kabula,trainer_name_2,2024-09-26,"['Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_1WSBHQ,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-13,"['Poultry Health Management..,Poultry Management Practises..']",1,0,,1,0,0,0,0
ID_C273J9,Male,Below 35,Ussd,1,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-09-19,"['Dairy Health Management,Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1,0,,1,0,0,0,0
ID_3JRTYI,Male,Above 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-09-05,"['Herd Health Management.,Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App']",1,0,,1,0,0,0,0
ID_4ETI3B,Female,Above 35,Manual,1,Nandi,Mosop,Kabisaga,trainer_name_5,2024-09-20,"['Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity', 'Milking Hygiene', 'Poultry Diseases And Biosecurity', 'Personal Protective Equipment (Ppe)', 'Diseases In Dairy Farming']",5,4,0.0,1,0,0,0,1
ID_93NRDU,Female,Above 35,Manual,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-09-08,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow']",1,0,,1,0,0,0,0
ID_C1P4RI,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-09-16,"['Poultry Management Practises..', 'Poultry Health Management..', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal']",4,3,0.0,1,0,0,0,1
ID_N5ECDI,Female,Above 35,Manual,1,Nandi,Chesumei,Kosirai,trainer_name_5,2024-09-10,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Feed Kienyeji Chicken For Meat', 'Biosecurity In Poultry Farming', 'Feeding A Lactating Cow', 'Calf Feeding', 'How To Feed Kienyeji Chicken For Meat']",5,4,0.0,1,0,0,0,1
ID_6OVEMN,Female,Above 35,Ussd,0,Bungoma,Bumula,Kabula,trainer_name_2,2024-09-26,"['Antimicrobial Resistance,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_THNNKJ,Male,Below 35,Ussd,0,Trans Nzoia,Saboti,Matisi,trainer_name_6,2024-09-18,['Calf Feeding'],1,0,,1,0,0,0,0
ID_JDITQQ,Female,Above 35,Manual,0,Kiambu,Limuru,Ngecha Tigoni,trainer_name_7,2024-09-18,"['Aflatoxin Mitigation In Dairy Herds', 'Production Of Quality Milk', 'Aflatoxin Mitigation Through Good Agricultural Practices', 'Poultry Management Practises..']",4,3,0.0,1,0,0,0,1
ID_CQDDYC,Male,Below 35,Ussd,1,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-27,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming And Record Keeping In Animal Health,Deworming Your Dairy Animal,Infertility In Dairy Cows,Why You Should Vaccinate Your Animals']",1,0,,1,0,1,1,0
ID_N38K00,Female,Above 35,Ussd,1,Siaya,Alego Usonga,North Alego,trainer_name_8,2024-09-24,"['Dairy Health Management,Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1,0,,1,0,0,0,0
ID_HY4X9A,Male,Above 35,Manual,1,Nandi,Chesumei,Kosirai,trainer_name_5,2024-09-10,"['Calf Feeding,Feeding A Lactating Cow', 'Feeding A Lactating Cow', 'Calf Feeding']",3,2,0.0,1,0,0,0,1
ID_BMG275,Male,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-11,"['Herd Health Management.,Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App']",1,0,,1,0,0,0,0
ID_QTLUNU,Female,Above 35,Ussd,0,Bungoma,Bumula,Kimaeti,trainer_name_2,2024-09-25,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,0,0,0
ID_KEGO3N,Female,Above 35,Manual,1,Nandi,Chesumei,Kosirai,trainer_name_5,2024-09-27,"['Kienyeji Chicken Rearing For October,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity', 'Milking Hygiene', 'Kienyeji Chicken Rearing For October', 'Poultry Diseases And Biosecurity', 'Personal Protective Equipment (Ppe)']",5,4,0.0,1,0,0,0,1
ID_4QYIN0,Female,Below 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-09-05,"['Herd Health Management.,Poultry Health Management..,Poultry Management Practises..,The Benefits Of Ndume App']",1,0,,1,0,0,0,0
ID_MVX86B,Male,Above 35,Manual,0,Nandi,Mosop,Ndalat,trainer_name_5,2024-09-03,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow,How To Rear A Calf With Unga Products', 'Calf Feeding', 'Feeding A Lactating Cow', 'Biosecurity In Poultry Farming', 'How To Rear A Calf With Unga Products']",5,4,0.0,1,0,0,0,1
ID_3FCY8C,Male,Below 35,Ussd,1,Siaya,Ugunja,Ugunja,trainer_name_8,2024-09-30,"['Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity']",1,0,,1,0,0,0,0
ID_C4UQKM,Female,Below 35,Ussd,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-09-19,['Deworming Your Dairy Animal'],1,0,,1,0,0,0,0
ID_C5VU21,Female,Above 35,Manual,0,Nandi,Chesumei,Kosirai,trainer_name_5,2024-09-27,"['Kienyeji Chicken Rearing For October,Milking Hygiene,Personal Protective Equipment (Ppe)', 'Milking Hygiene', 'Kienyeji Chicken Rearing For October', 'Personal Protective Equipment (Ppe)']",4,3,0.0,1,0,0,0,1
ID_J6AAHC,Female,Above 35,Ussd,0,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-09-18,"['Dairy Health Management,Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Health Management']",1,0,,1,0,0,0,0
ID_LUNOSS,Male,Above 35,Ussd,1,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-27,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming And Record Keeping In Animal Health,Deworming Your Dairy Animal,Infertility In Dairy Cows,Why You Should Vaccinate Your Animals', 'Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming And Record Keeping In Animal Health,Deworming Your Dairy Animal,Infertility In Dairy Cows,Why You Should Vaccinate Your Animals']",2,1,0.0,1,0,1,1,1
ID_AUYWB9,Male,Above 35,Ussd,0,Bungoma,Bumula,Siboti,trainer_name_2,2024-09-23,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,1,1,0
ID_YKEHH6,Female,Below 35,Ussd,0,Bungoma,Kabuchai,Kabuchai/Chwele,trainer_name_2,2024-09-25,"['Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal,Infertility In Dairy Cows']",1,0,,1,0,1,1,0
ID_S1ISC4,Male,Above 35,Manual,1,Nandi,Chesumei,Kosirai,trainer_name_5,2024-09-10,"['Biosecurity In Poultry Farming,Calf Feeding,Feeding A Lactating Cow', 'Biosecurity In Poultry Farming', 'Feeding A Lactating Cow', 'Calf Feeding']",4,3,0.0,1,0,0,0,1
